Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,274762,Collaborative Activities to promote High Dimensional Molecular Analyses in NIEHS-supported Children&apos;s Environmental Health Studies (Admin Supp),Collaborative Activities to promote High Dimensional Molecular Analyses in NIEHS-supported Children&apos;s Environmental Health Studies (Admin Supp),grants.gov,,04062015
grants.gov,274764,National Park Service-Repair Flood-Damaged Historic Lime Kiln,National Park Service-Repair Flood-Damaged Historic Lime Kiln,grants.gov,,02282015
grants.gov,274765,Exotic Plant Management Internships,Exotic Plant Management Internships,grants.gov,,
grants.gov,274769,Title of Program Announcement,Title of Program Announcement,grants.gov,,03262015
grants.gov,274772,Licensure Portability Grant Program,Licensure Portability Grant Program,grants.gov,,04272015
grants.gov,274773,FUTURE ARCTIC SENSING TECHNOLOGIES,FUTURE ARCTIC SENSING TECHNOLOGIES,grants.gov,,04142015
grants.gov,274774,Labor-Management Cooperation Grant Program,Labor-Management Cooperation Grant Program,grants.gov,,06152015
grants.gov,274775,"A Diplomatic Simulations Program Project Coordination, Curriculum Design and Video Production","A Diplomatic Simulations Program Project Coordination, Curriculum Design and Video Production",grants.gov,,04222015
grants.gov,274776,"National Prisoner Statistics Program (NPS) and National Corrections Reporting Program (NCRP), 2015-2019","National Prisoner Statistics Program (NPS) and National Corrections Reporting Program (NCRP), 2015-2019",grants.gov,,04242015
grants.gov,274777,NOAA Sea Grant Aquaculture Extension and Technology Transfer 2015,NOAA Sea Grant Aquaculture Extension and Technology Transfer 2015,grants.gov,,04272015
grants.gov,274778,"Office of Tribal Self-Governance, Planning Cooperative Agreement","Office of Tribal Self-Governance, Planning Cooperative Agreement",grants.gov,,06032015
grants.gov,274780,Sudden Cardiac Death in the Young: Population Based Studies (U01),Sudden Cardiac Death in the Young: Population Based Studies (U01),grants.gov,,06152015
grants.gov,274781,"NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44)","NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44)",grants.gov,,06192017
grants.gov,274782,Lifeguard Management within the Florida District of Gulf Island National Seashore,Lifeguard Management within the Florida District of Gulf Island National Seashore,grants.gov,,02272015
grants.gov,274783,Developing Paradigm-Shifting Innovations for in vivo Human Placental Assessment in Response to Environmental Influences (U01),Developing Paradigm-Shifting Innovations for in vivo Human Placental Assessment in Response to Environmental Influences (U01),grants.gov,,06012015
grants.gov,274784,Early-life Factors and Cancer Development Later in Life (R01),Early-life Factors and Cancer Development Later in Life (R01),grants.gov,,12202017
grants.gov,274785,Early-life Factors and Cancer Development Later in Life (R21),Early-life Factors and Cancer Development Later in Life (R21),grants.gov,,12202017
grants.gov,274787,Charactererization of Spawning Inhibiting Cues to Control Dreissend Mussels,Charactererization of Spawning Inhibiting Cues to Control Dreissend Mussels,grants.gov,,03122015
grants.gov,274788,State of Michigan Statewide Bald Eagle (Haliaeetus leucocephalus) Productivity Flight Survey,State of Michigan Statewide Bald Eagle (Haliaeetus leucocephalus) Productivity Flight Survey,grants.gov,,03052015
grants.gov,274791,"The Healthy Brain Initiative: Implementing Public Health Actions related to Cognitive Health, Cognitive Impairment, and Caregiving at the State and Local Levels","The Healthy Brain Initiative: Implementing Public Health Actions related to Cognitive Health, Cognitive Impairment, and Caregiving at the State and Local Levels",grants.gov,,05082015
grants.gov,274793,Office of Postsecondary Education (OPE): Fulbright-Hays Doctoral Dissertation Research Abroad Fellowship Program CFDA Number 84.022A,Office of Postsecondary Education (OPE): Fulbright-Hays Doctoral Dissertation Research Abroad Fellowship Program CFDA Number 84.022A,grants.gov,,04282015
grants.gov,274794,Preservation Assistance Grants for Smaller Institutions,Preservation Assistance Grants for Smaller Institutions,grants.gov,,05052015
grants.gov,274795,Preservation and Access Education and Training,Preservation and Access Education and Training,grants.gov,,05052015
grants.gov,274796,EARLY CAREER FACULTY {ECF},EARLY CAREER FACULTY {ECF},grants.gov,,04172015
grants.gov,274797,Media Operations Center Equipment,Media Operations Center Equipment,grants.gov,,04012015
grants.gov,274799,Request for Information for DE-FOA-0001237,Request for Information for DE-FOA-0001237,grants.gov,,
grants.gov,274802,"US Army Corps of Engineers, Huntington District, Natural Resource Assistants","US Army Corps of Engineers, Huntington District, Natural Resource Assistants",grants.gov,,03052015
grants.gov,274804,70 Centennial Volunteer Ambassador Interns,70 Centennial Volunteer Ambassador Interns,grants.gov,,03112015
grants.gov,274805,National Fish and Wildlife Foundation,National Fish and Wildlife Foundation,grants.gov,,04262015
grants.gov,274806,Office of Elementary and Secondary Education (OESE): Alaska Native Education Program CFDA Number 84356A,Office of Elementary and Secondary Education (OESE): Alaska Native Education Program CFDA Number 84356A,grants.gov,,04272015
grants.gov,274807,BLM- New Mexico - State Wide Cave Assistance Agreement,BLM- New Mexico - State Wide Cave Assistance Agreement,grants.gov,,05152015
grants.gov,274808,Advancing Translational and Clinical Probiotic/Prebiotic and Human Microbiome Research (R01),Advancing Translational and Clinical Probiotic/Prebiotic and Human Microbiome Research (R01),grants.gov,,01242018
grants.gov,274809,Targeted Capacity Expansion: Medication Assisted Treatment-Prescription Drug and Opioid Addiction (MAT-PDOA) grants,Targeted Capacity Expansion: Medication Assisted Treatment-Prescription Drug and Opioid Addiction (MAT-PDOA) grants,grants.gov,,05082015
grants.gov,274810,Children&apos;s Health Exposure Analysis Resource (CHEAR): National Exposure Assessment Laboratory Network (U2C),Children&apos;s Health Exposure Analysis Resource (CHEAR): National Exposure Assessment Laboratory Network (U2C),grants.gov,,04302015
grants.gov,274811,"Children&apos;s Health Exposure Analysis Resource (CHEAR): Data Repository, Analysis and Science Center (U2C)","Children&apos;s Health Exposure Analysis Resource (CHEAR): Data Repository, Analysis and Science Center (U2C)",grants.gov,,04302015
grants.gov,274812,Children&apos;s Health Exposure Analysis Resource (CHEAR): Coordinating Center (U24),Children&apos;s Health Exposure Analysis Resource (CHEAR): Coordinating Center (U24),grants.gov,,04302015
grants.gov,274813,National Consumer and Consumer Supporter Technical Assistance Centers (Short Title:  Consumer and Consumer Supporter TA Centers),National Consumer and Consumer Supporter Technical Assistance Centers (Short Title:  Consumer and Consumer Supporter TA Centers),grants.gov,,04272015
grants.gov,274814,Biomass Research and Development Initiative,Biomass Research and Development Initiative,grants.gov,,07272015
grants.gov,274816,Early-life Factors and Cancer Development Later in Life (R03),Early-life Factors and Cancer Development Later in Life (R03),grants.gov,,12202017
grants.gov,274817,Monitoring and Assessment of the Miller Woods Subunit - Great Lakes Northern Forest CESU,Monitoring and Assessment of the Miller Woods Subunit - Great Lakes Northern Forest CESU,grants.gov,,03052015
grants.gov,274818,Feed the Future Innovation Lab for Livestock Systems,Feed the Future Innovation Lab for Livestock Systems,grants.gov,,05272015
grants.gov,274819,Young Faculty Award (YFA),Young Faculty Award (YFA),grants.gov,,04132015
grants.gov,274820,Organic Transitions,Organic Transitions,grants.gov,,04162015
grants.gov,274821,Innovative Invasive Species Control and Bioremediation via RNAI Treatment,Innovative Invasive Species Control and Bioremediation via RNAI Treatment,grants.gov,,03122015
grants.gov,274822,OVW FY 2015 Technical Assistance Program,OVW FY 2015 Technical Assistance Program,grants.gov,,04092015
grants.gov,274823,Ryan White HIV/AIDS Part C Capacity Development Program,Ryan White HIV/AIDS Part C Capacity Development Program,grants.gov,,04272015
grants.gov,274825,FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) Latin America,FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) Latin America,grants.gov,,04282015
grants.gov,274827,Riparian Habitat Lower Tijuana Slough,Riparian Habitat Lower Tijuana Slough,grants.gov,,03302015
grants.gov,274828,One-Year Administrative Supplements to NIMH-supported Research for FY2015 (Admin Supp),One-Year Administrative Supplements to NIMH-supported Research for FY2015 (Admin Supp),grants.gov,,06012015
grants.gov,274830,Defense Production Act (DPA) Title III Modernization of Navy-Grade Alloy Steel Plate Production Project,Defense Production Act (DPA) Title III Modernization of Navy-Grade Alloy Steel Plate Production Project,grants.gov,,04132015
grants.gov,274831,ROSES 2015: Heliophysics Guest Investigator,ROSES 2015: Heliophysics Guest Investigator,grants.gov,,07312015
grants.gov,274832,ROSES 2015: Hayabusa2 Participating Scientist,ROSES 2015: Hayabusa2 Participating Scientist,grants.gov,,10052015
grants.gov,274833,"ROSES 2015: Topical Workshops, Symposia, and Conferences","ROSES 2015: Topical Workshops, Symposia, and Conferences",grants.gov,,03312016
grants.gov,274835,"Cooperative Ecosystem Studies Unit, Great Lakes Northern Forests","Cooperative Ecosystem Studies Unit, Great Lakes Northern Forests",grants.gov,,07312015
grants.gov,274836,Great Lakes Restoration Initiative  Joint Venture Habitat Restoration and Protection,Great Lakes Restoration Initiative  Joint Venture Habitat Restoration and Protection,grants.gov,,04232015
grants.gov,274837,Cambodia Countering Trafficking-In-Persons (CTIP) Program,Cambodia Countering Trafficking-In-Persons (CTIP) Program,grants.gov,,04032015
grants.gov,274838,BLM WY Seed Collection and Genetic Research CESU,BLM WY Seed Collection and Genetic Research CESU,grants.gov,,04272015
grants.gov,274839,FY2015 Professional Standards Training Grant,FY2015 Professional Standards Training Grant,grants.gov,,06082015
grants.gov,274840,Strengthening and Improving the HIV Care Continuum within Ryan White HIV/AIDS Program Part A Jurisdictions,Strengthening and Improving the HIV Care Continuum within Ryan White HIV/AIDS Program Part A Jurisdictions,grants.gov,,04282015
grants.gov,274841,FEDERAL AND STATE TECHNOLOGY PARTNERSHIP PROGRAM,FEDERAL AND STATE TECHNOLOGY PARTNERSHIP PROGRAM,grants.gov,,04102015
grants.gov,274842,CESU CA BLM Native Plant Materials Fort Ord National Monument Restoration,CESU CA BLM Native Plant Materials Fort Ord National Monument Restoration,grants.gov,,04272015
grants.gov,274845,National Association for Public Health Statistics and Information Systems (NAPHSIS) - National Environmental Public Health Tracking Network,National Association for Public Health Statistics and Information Systems (NAPHSIS) - National Environmental Public Health Tracking Network,grants.gov,,05012015
grants.gov,274846,FY 2015 Conflict Mitigation and Reconciliation Programs and Activities,FY 2015 Conflict Mitigation and Reconciliation Programs and Activities,grants.gov,,04202015
grants.gov,274854,Strengthening the Public&#8217;s and/or K-12 Students&#8217; Environmental Literacy for Community Resilience toExtreme Weather Events and Environmental Changes,Strengthening the Public&#8217;s and/or K-12 Students&#8217; Environmental Literacy for Community Resilience toExtreme Weather Events and Environmental Changes,grants.gov,,04132015
grants.gov,274856,BLM CA Amargosa River Monitoring and Habitat Restoration,BLM CA Amargosa River Monitoring and Habitat Restoration,grants.gov,,04272015
grants.gov,274857,"FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) Austria in Vienna, Austria","FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) Austria in Vienna, Austria",grants.gov,,04282015
grants.gov,274858,Partnership to Develop the Branded Food Products Database for Public Health,Partnership to Develop the Branded Food Products Database for Public Health,grants.gov,,04022015
grants.gov,274859,NIJ FY15 Evaluation of the Office on Violence Against Women&#8217;s Sexual Assault Justice Initiative,NIJ FY15 Evaluation of the Office on Violence Against Women&#8217;s Sexual Assault Justice Initiative,grants.gov,,04302015
grants.gov,274860,"BLM-(WO), Seed Banking for Resiliency in the Eastern US Project","BLM-(WO), Seed Banking for Resiliency in the Eastern US Project",grants.gov,,04272015
grants.gov,274861,"BLM OR/WA Watershed Restoration - South Coast Basin Watersheds, Coos Bay","BLM OR/WA Watershed Restoration - South Coast Basin Watersheds, Coos Bay",grants.gov,,04282015
grants.gov,274862,ROSES 2015: Physical Oceanography,ROSES 2015: Physical Oceanography,grants.gov,,06302015
grants.gov,274863,ROSES 2015: Solar System Observations,ROSES 2015: Solar System Observations,grants.gov,,06122015
grants.gov,274864,ROSES 2015: Science Utilization of the Soil Moisture Active- Passive Mission,ROSES 2015: Science Utilization of the Soil Moisture Active- Passive Mission,grants.gov,,01202016
grants.gov,274866,Mobilizing Research: A Research Resource to Enhance mHealth Research (U2C),Mobilizing Research: A Research Resource to Enhance mHealth Research (U2C),grants.gov,,05082015
grants.gov,274869,"Funding Opportunity Announcement (FOA) DE-FOA-0001224 - Hydrogen &amp; Fuel Cell Technologies Research, Development, and Demonstrations","Funding Opportunity Announcement (FOA) DE-FOA-0001224 - Hydrogen &amp; Fuel Cell Technologies Research, Development, and Demonstrations",grants.gov,,06042015
grants.gov,274871,FY 2015 Environmental Studies Program,FY 2015 Environmental Studies Program,grants.gov,,04172015
grants.gov,274872,"ROSES 2015: Modeling, Analysis, and Prediction","ROSES 2015: Modeling, Analysis, and Prediction",grants.gov,,05142015
grants.gov,274874,ROSES 2015: Emerging Worlds,ROSES 2015: Emerging Worlds,grants.gov,,06052015
grants.gov,274875,ROSES 2015: Rapid Response and Novel Research in Earth Science,ROSES 2015: Rapid Response and Novel Research in Earth Science,grants.gov,,03312016
grants.gov,274876,Paul Coverdell National Acute Stroke Prevention,Paul Coverdell National Acute Stroke Prevention,grants.gov,,04272015
grants.gov,274877,Aerial Creel Survey of The Detroit River,Aerial Creel Survey of The Detroit River,grants.gov,,03162015
grants.gov,274878,ROSES 2015: Advancing Collaborative Connections for Earth System Science,ROSES 2015: Advancing Collaborative Connections for Earth System Science,grants.gov,,07242015
grants.gov,274879,ROSES 2015: In-Space Validation of Earth Science Technologies,ROSES 2015: In-Space Validation of Earth Science Technologies,grants.gov,,05292015
grants.gov,274880,FY 2015 Environmental Studies Program,FY 2015 Environmental Studies Program,grants.gov,,04162015
grants.gov,274881,ROSES 2015: Precipitation Measurement Missions (PMM) Science Team,ROSES 2015: Precipitation Measurement Missions (PMM) Science Team,grants.gov,,06302015
grants.gov,274885,"BLM-(Arizona), BLM AZ Maricopa County Community Wildfire Protection Plan (CWPP) Continuation Phoenix District Office (PDO)","BLM-(Arizona), BLM AZ Maricopa County Community Wildfire Protection Plan (CWPP) Continuation Phoenix District Office (PDO)",grants.gov,,05012015
grants.gov,274887,Hydrological and Biological Monitoring of Bendway Weirs in the Middle Rio Grande,Hydrological and Biological Monitoring of Bendway Weirs in the Middle Rio Grande,grants.gov,,03162015
grants.gov,274888,&#8220;Now is the Time&#8221; Project AWARE-Community,&#8220;Now is the Time&#8221; Project AWARE-Community,grants.gov,,05012015
grants.gov,274889,Gardiner Gateway Project,Gardiner Gateway Project,grants.gov,,03162015
grants.gov,274890,Determining the Influence of a Predaceous Diving Beetle (Neoclypeodytes cinctellus) on the Devils Hole pupfish (Cyprinodon diabolis) and its Prey,Determining the Influence of a Predaceous Diving Beetle (Neoclypeodytes cinctellus) on the Devils Hole pupfish (Cyprinodon diabolis) and its Prey,grants.gov,,
grants.gov,274894,ROSES 2015: Exoplanets Research,ROSES 2015: Exoplanets Research,grants.gov,,05222015
grants.gov,274895,FY 2015 Wireless Communication for Digital Train Line on Trains,FY 2015 Wireless Communication for Digital Train Line on Trains,grants.gov,,03202015
grants.gov,274897,Aquatic Invasive Species Grants to Great Lakes States Fiscal Year 2015 Great Lakes Restoration Initiative,Aquatic Invasive Species Grants to Great Lakes States Fiscal Year 2015 Great Lakes Restoration Initiative,grants.gov,,05032015
grants.gov,274898,Aquatic Invasive Species Grants to Great Lakes Tribes Fiscal Year 2015 Great Lakes Restoration Initiative,Aquatic Invasive Species Grants to Great Lakes Tribes Fiscal Year 2015 Great Lakes Restoration Initiative,grants.gov,,05032015
grants.gov,274899,National Organic Certification Cost Share Program,National Organic Certification Cost Share Program,grants.gov,,04062015
grants.gov,274900,Upper Delaware River Stream Habitat Restoration Project,Upper Delaware River Stream Habitat Restoration Project,grants.gov,,03092015
grants.gov,274901,"Advancing Democracy, Human Rights and Rule of Law in Pakistan.","Advancing Democracy, Human Rights and Rule of Law in Pakistan.",grants.gov,,04072015
grants.gov,274902,DoD Breast Cancer Breakthrough Award Levels 1 and 2,DoD Breast Cancer Breakthrough Award Levels 1 and 2,grants.gov,,04222015
grants.gov,274904,DoD Breast Cancer Breakthrough Award Levels 3 and 4,DoD Breast Cancer Breakthrough Award Levels 3 and 4,grants.gov,,07282015
grants.gov,274906,DoD Breast Cancer Innovator Award,DoD Breast Cancer Innovator Award,grants.gov,,07282015
grants.gov,274907,DoD Breast Cancer Era of Hope Scholar Award,DoD Breast Cancer Era of Hope Scholar Award,grants.gov,,04222015
grants.gov,274908,DoD Breast Cancer Distinguished Investigator Award,DoD Breast Cancer Distinguished Investigator Award,grants.gov,,07282015
grants.gov,274909,DoD FY15 Bone Marrow Failure Research Program Idea Development Award,DoD FY15 Bone Marrow Failure Research Program Idea Development Award,grants.gov,,07212015
grants.gov,274913,Bridging Cultures through Film: International Topics,Bridging Cultures through Film: International Topics,grants.gov,,06102015
grants.gov,274914,Department of Defence Legacy Resource Management Program,Department of Defence Legacy Resource Management Program,grants.gov,,04302015
grants.gov,274916,FY 2015 Notice of Funding Opportunity for NGO programs benefiting refugees in Chad and Cameroon,FY 2015 Notice of Funding Opportunity for NGO programs benefiting refugees in Chad and Cameroon,grants.gov,,04022015
grants.gov,274917,Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in National Disasters Declared by the President,Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in National Disasters Declared by the President,grants.gov,,09112015
grants.gov,274918,Agricultural Management Assistance Cost Share Program,Agricultural Management Assistance Cost Share Program,grants.gov,,04062015
grants.gov,274919,ENVIRONMENTAL FINANCE CENTER GRANT PROGRAM,ENVIRONMENTAL FINANCE CENTER GRANT PROGRAM,grants.gov,,04302015
grants.gov,274920,"Consolidated and Further Continuing Appropriations Act, 2015 Health Infrastructure Investment Program","Consolidated and Further Continuing Appropriations Act, 2015 Health Infrastructure Investment Program",grants.gov,,04212015
grants.gov,274921,Wildlife Without Borders Latin America and the Caribbean (South America),Wildlife Without Borders Latin America and the Caribbean (South America),grants.gov,,05152015
grants.gov,274922,CEDAR POINT SHORELINE STABILZATION,CEDAR POINT SHORELINE STABILZATION,grants.gov,,04102015
grants.gov,274923,Fish and Wildlife FOA - YAO,Fish and Wildlife FOA - YAO,grants.gov,,05012015
grants.gov,274924,FY 2015 Ngwang Choephel Fellows Program,FY 2015 Ngwang Choephel Fellows Program,grants.gov,,04242015
grants.gov,274926,Improving Court Administration in Tunisia,Improving Court Administration in Tunisia,grants.gov,,05032015
grants.gov,274927,Global Infectious Disease Research Administration Development Award for Low-and Middle-Income Country Institutions (G11),Global Infectious Disease Research Administration Development Award for Low-and Middle-Income Country Institutions (G11),grants.gov,,07142017
grants.gov,274928,The River Mile Program,The River Mile Program,grants.gov,,03252015
grants.gov,274929,Vegetation Classification and Mapping Project at Niobrara National Scenic River and Missouri National Recreation River,Vegetation Classification and Mapping Project at Niobrara National Scenic River and Missouri National Recreation River,grants.gov,,03192015
grants.gov,274930,Military-Connected Local Educational Agencies for Academic and Support Programs (MCASP),Military-Connected Local Educational Agencies for Academic and Support Programs (MCASP),grants.gov,,05052015
grants.gov,274931,ROSES 2015: Astrophysics Data Analysis Program,ROSES 2015: Astrophysics Data Analysis Program,grants.gov,,05152015
grants.gov,274932,FY15 College Sexual Assault Policy and Prevention Initiative,FY15 College Sexual Assault Policy and Prevention Initiative,grants.gov,,05182015
grants.gov,274933,Island Lake Fire Burned Area Rehabilitation 2015-2016,Island Lake Fire Burned Area Rehabilitation 2015-2016,grants.gov,,04012015
grants.gov,274934,Research and Development,Research and Development,grants.gov,,06252015
grants.gov,274935,Two 14-week Intens,Two 14-week Intens,grants.gov,,03122015
grants.gov,274936,"Multi-Scale Program in VA, WV and MD to Access Change in Acid-Base Chemistry of Mtn Streams","Multi-Scale Program in VA, WV and MD to Access Change in Acid-Base Chemistry of Mtn Streams",grants.gov,,03142015
grants.gov,274937,BJA FY 15 Second Chance Act Two-Phase Adult Reentry Demonstration Program: Planning and Implementation,BJA FY 15 Second Chance Act Two-Phase Adult Reentry Demonstration Program: Planning and Implementation,grants.gov,,04292015
grants.gov,274938,Conservation Innovation Grant (CIG) FY15 Announcement,Conservation Innovation Grant (CIG) FY15 Announcement,grants.gov,,04062015
grants.gov,274939,Investigations on Primary Immunodeficiency Diseases (R01),Investigations on Primary Immunodeficiency Diseases (R01),grants.gov,,03152018
grants.gov,274940,Toolkit for Identifying Best Practices on Human Rights Documentation,Toolkit for Identifying Best Practices on Human Rights Documentation,grants.gov,,04202015
grants.gov,274941,Refugee Individual Development Accounts (IDA) Program,Refugee Individual Development Accounts (IDA) Program,grants.gov,,05042015
grants.gov,274942,Renewable Energy Systems and Energy Efficiency Improvements Program,Renewable Energy Systems and Energy Efficiency Improvements Program,grants.gov,,09302015
grants.gov,274943,U.S.-China Clean Energy Research Center: Energy and Water,U.S.-China Clean Energy Research Center: Energy and Water,grants.gov,,05042015
grants.gov,274944,Brazil Environment Program,Brazil Environment Program,grants.gov,,09032015
grants.gov,274945,"FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) East Asia in Bangkok, Thailand","FY 2016 Notice of Funding Opportunity for proposals for the Resettlement Support Center (RSC) East Asia in Bangkok, Thailand",grants.gov,,05052015
grants.gov,274946,Survey of Inmates in Local Jails (SILJ): Design and Testing,Survey of Inmates in Local Jails (SILJ): Design and Testing,grants.gov,,05042015
grants.gov,274948,Conservation Innovation Grants Fiscal Year (FY) 2015 Announcement for Program Funding - Maine,Conservation Innovation Grants Fiscal Year (FY) 2015 Announcement for Program Funding - Maine,grants.gov,,05082015
grants.gov,274949,"BLM OR/WA Watershed Restoration - Coquille Watershed, Coos Bay","BLM OR/WA Watershed Restoration - Coquille Watershed, Coos Bay",grants.gov,,05042015
grants.gov,274950,Conservation Innovation Grants - Iowa,Conservation Innovation Grants - Iowa,grants.gov,,05152015
grants.gov,274951,Auburn University Alabama Natural Heritage Program - Black Warrior Waterdog,Auburn University Alabama Natural Heritage Program - Black Warrior Waterdog,grants.gov,,03122015
grants.gov,274952,US Ambassador&apos;s HIV and AIDS Community Grant,US Ambassador&apos;s HIV and AIDS Community Grant,grants.gov,,05082015
grants.gov,274953,USAID/Caucasus Improved Productivity of Georgia&apos;s Hazelnut Industry Addendum to GDA APS-OAA-14-000001,USAID/Caucasus Improved Productivity of Georgia&apos;s Hazelnut Industry Addendum to GDA APS-OAA-14-000001,grants.gov,,05182015
grants.gov,274954,ROSES 2015: KORUS-AQ: An International Cooperative Air Quality Field Study in Korea,ROSES 2015: KORUS-AQ: An International Cooperative Air Quality Field Study in Korea,grants.gov,,05152015
grants.gov,274955,BJA FY 15 Anti-Human Trafficking National Training and Technical Assistance Program for Law Enforcement Task Forces,BJA FY 15 Anti-Human Trafficking National Training and Technical Assistance Program for Law Enforcement Task Forces,grants.gov,,04212015
grants.gov,274957,Grants for Coordination of Tribal Temporary Assistance for Needy Families (TANF) and Child Welfare Services to Tribal Families at Risk of Child Abuse or Neglect,Grants for Coordination of Tribal Temporary Assistance for Needy Families (TANF) and Child Welfare Services to Tribal Families at Risk of Child Abuse or Neglect,grants.gov,,05052015
grants.gov,274958,"FY 2015 Notice of Funding Opportunity for NGO programs benefiting refugees in Uganda, Tanzania, and the Democratic Republic of Congo.","FY 2015 Notice of Funding Opportunity for NGO programs benefiting refugees in Uganda, Tanzania, and the Democratic Republic of Congo.",grants.gov,,04062015
grants.gov,274960,Functional Wellness in HIV: Maximizing the Treatment Cascade (R01),Functional Wellness in HIV: Maximizing the Treatment Cascade (R01),grants.gov,,01242018
grants.gov,274961,Functional Wellness in HIV: Maximizing the Treatment Cascade (R21),Functional Wellness in HIV: Maximizing the Treatment Cascade (R21),grants.gov,,01242018
grants.gov,274962,NEI Administrative Supplements to Small Business Innovative Research (SBIR) Grants for the Procurement of Expertise in the Federal Regulatory Approval Process for New Drugs and/or Devices (Admin Supp),NEI Administrative Supplements to Small Business Innovative Research (SBIR) Grants for the Procurement of Expertise in the Federal Regulatory Approval Process for New Drugs and/or Devices (Admin Supp),grants.gov,,07012017
grants.gov,274963,Biological and Physiological Effects of E-cigarette Aerosol Mixtures (R01),Biological and Physiological Effects of E-cigarette Aerosol Mixtures (R01),grants.gov,,07282015
grants.gov,274964,"BLM-(Arizona), WYDEN AMENDMENT REHABILITATION AND RESTORATION, Yuma Field Office (YFO)","BLM-(Arizona), WYDEN AMENDMENT REHABILITATION AND RESTORATION, Yuma Field Office (YFO)",grants.gov,,05042015
grants.gov,274965,Biological and Physiological Effects of E-cigarette Aerosol Mixtures (R21),Biological and Physiological Effects of E-cigarette Aerosol Mixtures (R21),grants.gov,,07282015
grants.gov,274966,Joint Hydrographic Center,Joint Hydrographic Center,grants.gov,,05112015
grants.gov,274968,Conservation Innovation Grant - 2015,Conservation Innovation Grant - 2015,grants.gov,,04102015
grants.gov,274970,Walker Basin Water Rights Administration,Walker Basin Water Rights Administration,grants.gov,,03192015
grants.gov,274971,USAID/Zambia Community HIV Prevention Project (Z-CHPP),USAID/Zambia Community HIV Prevention Project (Z-CHPP),grants.gov,,04162015
grants.gov,274972,NASA INNOVATIVE ADVANCED CONCEPTS {NIAC} PHASE II,NASA INNOVATIVE ADVANCED CONCEPTS {NIAC} PHASE II,grants.gov,,04282015
grants.gov,274973,Validation of  Pediatric Patient Reported Outcomes in Chronic Diseases (PEPR)  Consortium (U19),Validation of  Pediatric Patient Reported Outcomes in Chronic Diseases (PEPR)  Consortium (U19),grants.gov,,06022015
grants.gov,274974,Basic Metapopulation Viability Analysis (MVA) for the Tidewater goby,Basic Metapopulation Viability Analysis (MVA) for the Tidewater goby,grants.gov,,03162015
grants.gov,274975,USAID/HAITI INCREASING WOMEN&#8217;S POLITICAL PARTICIPATION BROAD AGENCY ANNOUNCEMENT,USAID/HAITI INCREASING WOMEN&#8217;S POLITICAL PARTICIPATION BROAD AGENCY ANNOUNCEMENT,grants.gov,,12222015
grants.gov,274976,National Park Service - Urban Agenda in Tucson,National Park Service - Urban Agenda in Tucson,grants.gov,,03102015
grants.gov,274978,Cambodia Democratic Reforms Program,Cambodia Democratic Reforms Program,grants.gov,,04102015
grants.gov,274985,Limited Competition: National Biocontainment Laboratories (NBLs) Operations Support (UC7),Limited Competition: National Biocontainment Laboratories (NBLs) Operations Support (UC7),grants.gov,,05292015
grants.gov,274990,Maternal and Child Health Epidemiology: National and State Coalition Capacity Building to Improve Outcomes,Maternal and Child Health Epidemiology: National and State Coalition Capacity Building to Improve Outcomes,grants.gov,,05182015
grants.gov,274991,Working with Publicly Funded Health Centers to Reduce Teen Pregnancy among Youth from Vulnerable Populations,Working with Publicly Funded Health Centers to Reduce Teen Pregnancy among Youth from Vulnerable Populations,grants.gov,,05152015
grants.gov,274992,National Public Health Practice and Resource Centers for Children with Attention Deficit/Hyperactivity Disorder or Tourette Syndrome,National Public Health Practice and Resource Centers for Children with Attention Deficit/Hyperactivity Disorder or Tourette Syndrome,grants.gov,,05112015
grants.gov,274993,"BLM-UT, Youth Opportunities to Work on Conservation Projects throughout Utah Public Lands","BLM-UT, Youth Opportunities to Work on Conservation Projects throughout Utah Public Lands",grants.gov,,07142015
grants.gov,274994,Promoting Access to Guidelines-Based Care for People with Asthma,Promoting Access to Guidelines-Based Care for People with Asthma,grants.gov,,05052015
grants.gov,274995,Prescription Drug Overdose Prevention for States,Prescription Drug Overdose Prevention for States,grants.gov,,06022015
grants.gov,274996,Organic Agriculture Research and Extension Initiative,Organic Agriculture Research and Extension Initiative,grants.gov,,04302015
grants.gov,274997,Program Supplement for Addiction Technology Transfer Center (ATTC): Center of Excellence (CoE) on Behavioral Health for Pregnant and Postpartum Women (PPW) and their Families,Program Supplement for Addiction Technology Transfer Center (ATTC): Center of Excellence (CoE) on Behavioral Health for Pregnant and Postpartum Women (PPW) and their Families,grants.gov,,05112015
